,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
4983,2349,1,54,54875.71,17.829320000000003,15,1,1,16.60248,172.4555,1784.783191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
4984,2723,3,71,12377.36,6.157922,13,0,0,9.309073,127.4783,1424.784732,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
4985,228,4,42,45217.59,6.072082,16,0,0,19.9897,200.1185,2705.0116199999998,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0
4986,4343,0,20,41922.65,10.925419999999999,7,1,2,8.599092,127.5067,981.9916887,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0
4987,2131,2,31,60302.79,8.426883,8,0,0,13.288,242.6143,1763.8259510000003,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
4988,809,3,60,42634.06,9.884699000000001,13,0,0,6.487239,230.1344,1256.972232,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1
4989,3519,1,82,54264.21,11.606910000000001,10,0,0,6.984408999999999,197.6288,1045.005193,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0
4990,3521,0,31,27065.02,11.37858,9,3,1,15.59169,162.4937,1678.565511,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1
4991,22935,2,57,10050.85,7.018821000000001,11,3,1,13.02184,114.9658,1343.149177,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4992,11333,0,65,25519.32,12.86848,10,1,0,8.268405,152.4884,1039.380833,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0
4993,9144,0,54,40257.26,11.06218,14,0,0,19.01406,245.132,2171.232828,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0
4994,432,1,82,56646.45,8.933365,8,0,2,14.67731,152.509,1599.244733,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0
4995,56308,3,66,64534.56,9.186491,9,0,0,9.035721,169.9671,1101.466816,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
4996,46,1,29,7330.85,9.051903,16,0,0,7.989205999999999,197.5169,1322.416264,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
4997,377,7,23,94691.1,12.69026,10,4,0,8.330395,149.9915,1318.798135,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
4998,3076,2,75,20940.34,4.8279440000000005,12,0,1,6.482702,159.9794,1170.9455679999999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
4999,534,2,49,15908.91,11.47451,10,0,1,5.368306,182.4538,772.3849869,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
5000,27811,2,80,15963.97,12.1699,16,0,0,41.889070000000004,169.9741,3632.236502,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
5001,8683,2,61,56915.0,9.41287,11,2,0,54.04107,184.9634,5356.543952,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
5002,365,1,20,62174.76,8.081800999999999,11,0,1,61.5999,169.9671,5579.99579,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1
5003,202,1,73,14461.21,9.531672,11,2,0,44.72802,137.4392,3811.689374,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
5004,1455,3,79,49040.36,10.35485,11,1,0,58.303169999999994,179.9656,4940.355869,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
5005,1416,0,42,9409.95,15.05851,13,1,1,38.699909999999996,162.4538,3878.380326,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
5006,1539,0,23,55448.47,16.09504,6,0,0,69.33909,117.4686,6430.574874,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5007,9774,4,78,21637.87,8.405153,10,0,0,70.51996,139.9568,6123.243243999999,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
5008,342,2,38,15960.73,7.861619,13,2,0,63.47384,127.4421,5870.579573,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5009,15816,3,80,47565.61,11.69011,12,1,1,70.19733000000001,162.4676,6554.853473,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0
5010,648,7,44,29391.86,3.925298,6,1,0,63.772459999999995,149.9845,5877.226772,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
5011,13937,0,50,10651.08,10.25863,15,1,2,66.44552,169.9447,5754.802766,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
5012,770,0,78,13172.44,3.191798,11,0,2,50.73425,142.5007,4815.278288,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
5013,11499,8,24,14083.69,12.195789999999999,15,1,0,66.89524,184.967,6234.682272999999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
5014,32275,3,46,27270.24,10.91065,13,1,0,71.66705,152.4555,6715.6625349999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
5015,1246,0,56,24238.16,14.226529999999999,4,0,0,63.14574,127.4887,5477.047906,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0
5016,7104,2,58,46059.68,8.198303999999998,13,1,0,55.11148000000001,162.4818,4983.596064,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1
5017,15806,3,77,18949.61,8.912366,10,2,0,66.50412,202.6362,6398.9154229999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0
5018,110,2,30,52798.88,8.519210000000001,7,2,1,67.15579,257.6549,6388.31821,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0
5019,63,3,47,68898.0,4.4661599999999995,16,0,2,60.46946,104.9643,5552.61263,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
5020,332,3,78,48366.56,6.528798,6,0,1,65.57643,127.4421,5942.500538,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5021,947,2,86,8893.59,10.65214,11,4,0,71.09621,149.9378,6514.041653,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
5022,2335,0,56,26010.99,10.303930000000001,9,1,1,68.7729,159.9476,6256.139215,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5023,541,3,70,15652.5,9.0983,12,0,0,56.639309999999995,130.0064,4983.295874,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
5024,1986,0,47,74989.44,8.300567,11,0,1,56.30647,240.1149,5148.2769960000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
5025,3231,4,27,11672.97,12.140089999999999,5,0,0,60.14645,159.9349,5459.257498,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
5026,3766,6,56,14960.01,15.67128,10,1,1,45.4868,159.965,4132.534649,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
5027,702,1,35,50881.49,3.854347,8,0,0,55.87684,139.9792,5065.133843,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
5028,1749,3,23,39706.57,16.28343,15,0,0,64.71488000000001,197.4876,5979.686067000001,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
5029,27522,0,53,12611.76,11.6702,14,1,0,66.77924,194.9525,6200.93166,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
5030,49,4,18,59664.26,8.551016,14,0,0,42.19555,162.447,4434.823362,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5031,3123,1,28,9174.42,4.592344000000001,11,1,2,67.11782,137.4616,5851.656660000001,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
5032,5199,1,34,62212.25,5.524734,14,1,0,71.7083,159.9875,6105.925472999999,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
5033,83,5,56,23720.93,9.35689,10,2,0,64.01205,175.1331,5832.1205,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
5034,1073,0,87,14405.88,7.65097,14,1,2,64.9788,212.6415,6205.789589999999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
5035,13745,3,28,35986.11,7.179322999999999,13,0,0,71.10600000000001,167.4564,6152.279339,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0
5036,16373,1,50,108409.6,8.9558,15,0,0,62.48639,177.4876,5978.20414,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1
5037,63425,1,59,31904.93,12.43822,13,1,1,48.57163,197.5169,4549.293713,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1
5038,5092,1,28,26439.2,14.45756,17,1,0,44.98551,207.4974,4180.815992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0
5039,444,2,66,66778.9,15.95744,11,3,2,70.79968000000001,212.6228,6845.831295999999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0
5040,1098,0,80,15756.81,12.8013,8,0,0,70.47896999999999,149.9621,5953.077209,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
5041,40622,2,22,8137.37,11.62695,13,1,0,64.30623,267.6647,6072.907276,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0
5042,10480,0,69,79502.96,12.47838,17,0,1,65.90363,184.967,5673.501264,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0
5043,578,1,19,26249.7,8.347242,13,3,0,64.01652,255.1555,6110.01152,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0
5044,8501,0,29,7596.94,10.93778,12,0,1,71.37293000000001,127.525,6227.163207,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0
5045,30424,1,67,33403.38,8.715071,13,1,2,69.26833,207.6094,6150.658199,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
5046,22704,3,19,13695.83,13.832820000000002,5,0,1,56.3686,267.6647,5502.195694,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0
5047,177,2,29,75927.18,9.454680999999999,15,2,0,67.47739,242.6281,6291.368213000001,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
5048,205,3,80,24097.08,9.570788,10,0,0,65.4294,172.5034,5671.821266,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
5049,15251,2,32,6494.55,9.470573,12,0,2,70.09214,139.9568,6177.436257,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1
5050,10052,6,26,48582.37,11.52973,14,1,0,61.78014,147.4564,5900.543943,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5051,75635,8,38,29220.86,9.758726,12,1,0,66.59755,137.4872,5909.817728,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
5052,247,1,87,68105.34,8.799767,10,3,0,65.15989,172.4742,5575.553256,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
5053,2453,0,48,6969.6,16.53335,11,3,0,71.53343000000001,235.1591,6532.437967,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0
5054,6,1,42,15867.48,6.7761949999999995,13,1,1,56.23842,184.9634,5568.099221,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0
5055,4894,0,18,17092.77,14.621279999999999,10,1,0,69.87040999999999,220.1149,6815.305528,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0
5056,3299,0,42,33436.51,4.8684400000000005,11,0,0,62.9209,159.9512,5341.417352,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
5057,11217,3,35,10736.53,7.138395,13,1,3,60.56995,127.48200000000001,5179.612997,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
5058,106,1,28,24475.2,7.660563000000001,13,2,0,71.66261,207.6094,6427.653862,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
5059,8324,3,64,21607.29,10.69966,8,1,0,62.43986999999999,194.9744,5469.381433,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0
5060,601,0,82,20706.43,13.916770000000001,16,1,1,69.03413,139.9512,6206.957458,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5061,10741,0,60,19164.1,3.032327,20,1,0,51.20818,172.4705,4888.954667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
5062,18580,0,50,21531.67,8.759984,11,0,0,69.07545,172.4705,6385.746999,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
5063,352,0,73,9228.24,9.481238000000001,15,1,0,70.34008,117.4858,5964.647059000001,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
5064,7912,5,41,44016.3,11.24877,7,3,0,69.2139,159.965,6095.07687,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5065,30662,8,72,50092.12,10.4055,15,0,0,61.324090000000005,159.9642,5556.247274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0
5066,1336,0,30,27824.15,12.13663,13,0,0,42.74672,245.14700000000002,4595.920043,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1
5067,2907,3,69,75598.51,13.44801,12,1,1,64.09564,287.6427,5990.18794,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1
5068,16434,2,88,55921.75,7.0240100000000005,18,1,0,58.75447,190.127,5739.806189,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
5069,2292,3,85,39894.55,11.46498,10,0,0,70.38153,104.9629,5935.908059,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
5070,28671,1,75,30874.05,6.520003,11,0,0,66.95875,162.447,6184.630782,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5071,1045,0,60,17244.42,12.4286,14,2,1,64.15566,265.1283,5917.993233,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
5072,12301,3,72,84232.65,11.91924,10,0,0,68.22296,129.9621,6300.3017310000005,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5073,338,8,39,23712.94,6.612532000000001,19,1,0,66.50929000000001,134.9509,5903.828849,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5074,615,8,32,33644.05,9.354827,13,2,1,57.84605,127.4601,5634.748909,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5075,9469,1,57,3503.09,12.62767,7,1,3,64.38126,149.9741,6015.602918,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0
5076,30697,0,24,36091.7,12.18643,10,2,1,56.35343,139.9568,4969.321910000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
5077,3119,2,22,17784.55,14.5524,11,3,0,59.61465,242.6106,6070.361595,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0
5078,83615,0,48,13154.05,13.8576,6,2,1,64.08431999999999,169.9447,5520.83439,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
5079,30390,0,40,66923.76,13.470979999999999,15,0,0,61.989819999999995,194.9699,5533.105998,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0
5080,95,1,56,31670.94,9.311366,13,2,1,61.794619999999995,147.4421,5311.978852,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0
5081,1405,3,85,32076.56,11.14911,11,1,0,57.044290000000004,152.4579,5435.713342,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
5082,61,1,35,22206.84,9.240966,12,0,0,58.435869999999994,149.9598,5098.53904,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
5083,35575,1,20,79206.11,9.666671000000001,9,0,2,70.49956999999999,159.9794,6565.8895840000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
5084,545,0,49,70285.78,10.945269999999999,15,2,0,58.04694,162.4713,5040.384411999999,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0
5085,8878,4,52,22831.25,7.665977000000001,9,0,0,48.1707,152.4952,4367.397207,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
5086,6055,1,31,27303.52,5.256893,7,0,0,66.75709,147.4421,5718.272878,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
5087,4434,0,71,17620.71,9.372641999999999,9,2,0,57.50724,242.6143,5241.394025,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0
5088,588,8,80,30288.0,10.98243,12,1,0,54.14957,172.4871,5027.299322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0
5089,12592,3,41,20971.45,14.98374,11,0,1,70.42389,192.4705,6286.888744,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1
5090,38388,1,59,29240.82,6.291111,12,2,0,51.31462,257.6375,5364.761472,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
5091,1099,3,66,16885.35,11.46614,11,3,0,63.243140000000004,137.4684,5532.302162,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5092,3225,3,85,53034.08,9.758121000000001,10,0,1,52.760819999999995,230.1344,4966.563579,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0
5093,7676,0,45,21736.61,10.735330000000001,15,1,0,67.04233,184.9785,6001.584896,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1
5094,25256,0,47,42429.53,11.43603,12,2,0,61.570780000000006,225.1457,6175.505483,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0
5095,889,1,70,22455.73,9.829165,13,2,0,67.56096,92.5018,5664.025426,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0
5096,1748,5,45,49397.39,11.74755,11,0,1,55.34066,127.48200000000001,4862.205431,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
5097,952,2,62,22956.29,12.2106,11,0,1,62.61776999999999,139.9512,5808.356444,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
5098,1725,0,89,29462.18,15.35675,12,1,0,70.33634,185.0077,6116.893966,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0
5099,11097,3,84,129137.2,12.772310000000001,9,1,1,66.89101,162.497,6197.152457,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
5100,422,4,69,24660.29,10.76463,15,0,0,47.92804,240.1149,4512.775122999999,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
5101,148,1,74,29305.13,11.25577,14,0,0,69.46803,127.5112,5791.217393,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
5102,3163,1,64,11387.58,12.522160000000001,12,0,1,61.62341,235.1372,6131.039453,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0
5103,5557,2,30,26634.93,11.30136,10,1,0,58.51566,184.967,5296.643482,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
5104,30228,0,20,48067.5,11.11844,12,3,0,55.2092,182.4676,5017.628209,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
5105,10805,3,81,13662.88,12.01335,11,1,0,50.855259999999994,147.4783,4382.709253,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
5106,28496,0,83,28850.5,10.03198,12,0,0,64.17623,192.4705,5462.625983,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0
5107,8239,1,73,38322.59,4.529434999999999,11,4,0,42.36505,172.4705,4152.530591,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
5108,41563,2,38,8952.88,7.350533,14,1,0,53.07379,152.4579,5233.690338,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
5109,188,2,82,35786.6,7.857338,15,1,1,42.733259999999994,142.4689,4188.693579,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
5110,377,1,63,120650.1,7.709722999999999,8,1,0,49.50734,217.4702,4445.416771,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0
5111,522,0,24,62700.71,16.126070000000002,15,0,0,53.40026999999999,149.9483,4656.466477,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
5112,2000,4,33,83651.89,10.7853,15,0,0,47.96609,184.9634,5012.1438100000005,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
5113,4357,1,50,40646.53,11.93472,12,1,0,52.88029,192.4404,4721.018056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
5114,7404,0,38,84047.13,9.766784,13,3,0,58.16576,230.1051,5399.224156,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0
5115,14055,1,45,23308.57,10.83305,18,1,0,56.616080000000004,200.1323,5684.731048,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0
5116,20306,3,22,29847.48,6.026286,13,2,0,53.61316,147.5031,4823.771422,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
5117,26897,1,20,50090.84,7.3013770000000005,9,1,0,68.05033,159.9794,6447.490491,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0
5118,34365,1,38,24588.03,8.08692,10,1,0,42.362109999999994,139.9678,3877.950833,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
