,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,Bandwidth_GB_Year,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Churn_Yes,Techie_Yes,Contract_One year,Contract_Two Year,Port_modem_Yes,Tablet_Yes,InternetService_Fiber Optic,InternetService_None,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
1523,193,1,78,19826.08,7.61600943,13,0,0,4.089399488,644.5909961,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
9207,4625,1,53,90748.01,12.60495,13,1,0,53.01595,5102.051113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
5636,9201,4,18,51899.15,5.072082,9,0,0,58.05485,4984.849588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3495,32688,1,67,28090.98,10.8972,11,0,0,1.253929,322.5237064,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0
8152,177,2,87,28749.22,13.88509,6,1,1,44.59709,3832.898347,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
5463,2487,1,57,36374.44,9.099766,16,2,0,67.82145,6187.029956,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0
4620,439,1,86,23583.59,16.831970000000002,11,3,0,9.517342,1162.432794,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0
3587,12414,2,75,28082.58,8.593494999999999,11,2,0,2.317456,716.3402711,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
8931,0,3,82,23942.2,6.48996,17,0,0,66.77433,5548.354455,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
2197,138,3,19,44080.0,16.89285,7,1,0,4.798977,746.7953574000001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0
4450,650,2,47,5570.57,8.931718,9,2,0,5.891019,1294.614623,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
5432,1191,1,89,84596.35,8.402222,10,1,0,71.93473,5796.999774,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
6643,93,1,52,46453.81,11.615039999999999,13,1,0,65.09908,6195.495314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0
8892,551,0,19,24366.76,14.98804,11,2,0,70.52668,6717.631884,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0
3848,4508,2,80,70775.57,11.17967,12,0,0,2.719751,586.7907291,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0
2234,17644,4,74,34422.88,5.908518,14,3,1,2.649474,1164.5742480000001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
9034,465,2,50,7977.67,12.632769999999999,10,3,1,49.45192,4427.375175,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
5921,1213,4,76,54592.75,8.239249000000001,12,2,1,60.97795,6273.9934969999995,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
5936,16459,8,50,16168.56,8.434367,8,1,0,71.16283,6395.482406,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
8273,7263,0,65,18833.25,9.430403,15,1,1,52.95508,4979.3278740000005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
1231,778,3,37,40529.84,16.88041332,13,1,0,15.32475177,2207.637213,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
6607,35999,2,38,16955.9,12.10748,11,1,0,70.76841,6336.386835,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1
9462,32117,4,36,97997.05,9.3203,19,1,2,56.77789,4899.165964,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2283,124,0,58,46986.55,5.711911,13,1,1,5.219974,570.5832494,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
420,3424,1,65,26875.13,12.72077056,10,3,0,17.22220989,2223.835601,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
3351,4543,4,30,20652.62,10.5114,11,2,0,5.179771,1283.308128,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1
2002,20884,0,39,8809.37,12.27326,9,2,0,13.29584,1392.096076,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
7112,0,0,36,26313.52,8.864157,16,1,0,71.83306999999999,6246.238872,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
6523,48713,0,38,24491.2,10.48202,5,1,1,60.09896,5280.797475,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
435,6349,3,63,6574.36,9.173811061,11,1,0,11.50651216,1316.145864,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
6838,4029,4,61,29132.18,12.1769,11,1,0,65.52033,5847.553618,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0
4525,231,2,55,79125.31,8.854371,6,1,0,10.074689999999999,1527.978319,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
7304,6047,3,47,25130.62,10.85783,8,3,1,62.649680000000004,5812.078197,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7468,1195,2,77,25195.32,11.330110000000001,9,1,0,50.11484,4173.243596,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
8393,2723,0,67,32672.77,6.307844,17,1,0,70.99616,5999.083618,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
8485,1430,1,88,55933.65,12.44411,6,2,0,66.10035,5803.869496,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
773,2850,1,29,11408.67,8.696229317,16,0,0,3.9908957789999997,598.4998977999999,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
3477,1551,2,53,11673.7,15.51193,15,2,1,5.4817919999999996,971.6490960000001,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
4946,968,0,54,73010.37,13.734960000000001,19,0,0,3.184209,820.8726738,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1798,1924,2,60,27353.22,12.65398405,9,0,0,22.89696344,2586.0746719999997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
2663,3368,6,84,4566.8,12.25739,13,0,0,4.469398,834.0925037999999,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0
1102,21,1,33,28269.35,10.16339628,7,0,0,9.2766412,1077.09525,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
5588,50869,3,67,22326.55,10.51705,11,0,0,40.359759999999994,3653.7774170000002,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
925,4292,0,81,14623.21,8.888970383,7,1,1,4.245035615,1083.381195,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
5033,83,5,56,23720.93,9.35689,10,2,0,64.01205,5832.1205,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
9371,919,2,80,15954.73,11.10415,6,1,0,47.04565,4309.391711,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2108,10012,3,29,34098.95,7.228889,13,0,0,6.765777000000001,978.9249944000001,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
8720,448,1,58,46509.62,13.214979999999999,11,0,1,62.50486,5510.7713539999995,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
126,161,2,68,95028.57,6.076260652,13,0,0,4.6276720419999995,1038.7453779999998,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0
4019,34191,6,72,43187.75,8.936454,13,1,0,7.368353,1379.566758,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
9543,15400,4,80,102633.9,10.66271,9,1,1,56.8243,4836.771242,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
3726,52,4,71,94629.64,10.30866,14,1,0,20.87922,2435.584022,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
2391,37056,0,26,56488.39,9.726797999999999,17,0,0,1.854011,881.9915618999999,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0
8986,7562,3,64,38488.68,12.47355,14,0,1,58.720040000000004,5167.346084000001,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
9067,398,0,67,17871.59,11.44228,13,1,0,60.3736,5894.022000999999,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
8443,2098,1,19,36574.47,9.897425,19,1,0,55.89461,5045.5849149999995,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0
5178,469,0,43,22205.18,9.223647,13,1,0,65.82540999999999,6010.445763000001,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
2158,4705,0,51,44034.11,5.574893,9,1,0,2.830635,753.4677251,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
3889,781,1,42,68443.57,9.884995,17,0,0,20.66493,2616.607102,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3205,1855,0,73,35562.1,13.20452,11,1,0,4.532646,713.5720629,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1
1606,6709,1,82,47169.83,10.33803214,6,1,0,3.700907475,1274.602374,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
2027,21556,8,73,72734.86,9.596264,9,0,2,3.843142,1349.319824,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1
8013,1063,4,23,66612.08,6.216533999999999,15,2,0,46.381209999999996,4278.637138,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
5871,27345,2,79,59388.62,10.62573,14,1,0,61.59822,5412.512376,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
6536,952,4,45,18556.55,11.228639999999999,15,0,0,54.783190000000005,4976.840428,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
7533,48833,3,58,96042.29,11.905610000000001,9,1,0,52.983259999999994,4645.007236,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
2770,12453,3,73,25946.0,11.44963,11,1,0,10.51089,1287.261282,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7803,15171,1,18,12435.87,12.64401,11,0,0,64.38615,5980.119936,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
8699,898,3,57,33550.48,12.25941,12,0,1,37.10779,3281.794165,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
4129,15591,0,87,124493.2,7.228021000000001,14,2,0,2.847771,929.9153923,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
4991,22935,2,57,10050.85,7.018821000000001,11,3,1,13.02184,1343.149177,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
9862,32005,0,52,18634.63,10.35163,12,0,0,56.54679,5615.375486999999,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0
5320,185,3,71,70135.92,11.64063,11,1,0,60.26386,5645.809212,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
6234,2129,3,88,55285.5,10.08115,11,2,2,63.787409999999994,5939.401407,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2891,11118,1,61,9327.52,9.904595,14,2,0,4.63962,1439.765003,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0
6633,1640,1,32,12894.26,9.712933,12,0,0,37.11912,3208.1605,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9228,63894,4,33,13633.24,12.32894,13,1,1,67.92751,6230.0594280000005,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
1032,4655,0,38,14562.52,12.10251179,11,1,1,11.67460124,1638.77523,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
2844,2467,2,20,37555.8,5.561109,11,3,0,13.215539999999999,2181.086069,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
3847,266,1,19,28053.3,9.614567,13,2,0,10.42906,1638.668955,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
5903,5082,1,78,84969.58,6.541451,10,1,1,55.67612,4661.218675,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0
808,527,1,61,35808.85,10.84787976,9,0,0,9.162445307,993.6031859,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
7325,26563,2,65,45020.53,8.595477,10,2,0,61.37365,5626.567359000001,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
873,780,0,55,20761.43,10.01977372,10,0,0,1.656338685,1097.557516,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1
7183,19415,3,89,5331.26,8.796259,15,0,0,48.80395,4615.321143,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8038,300,4,49,10937.24,14.009039999999999,12,5,1,60.15609,5368.2293979999995,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
8865,69,1,68,35917.89,8.024894,15,0,1,56.76973,5174.530815,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0
2173,484,2,35,11970.69,12.02949,13,1,1,7.535728999999999,965.7588051000001,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
9552,16972,0,27,85299.46,12.27234,9,0,0,66.4489,5880.677411,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0
3226,18353,1,58,18863.86,8.25657,14,1,0,2.3391830000000002,941.6039037,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0
9656,232,2,76,136818.5,16.30443,6,0,0,69.34206999999999,6603.944194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
2181,327,3,26,27252.38,13.47294,12,0,0,6.074592,1197.913731,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
937,321,2,44,18073.86,8.606588237999999,8,1,0,4.906579535,708.2981607,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
2355,4518,2,86,143217.5,11.24506,13,2,0,17.20502,2089.4693350000002,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1388,955,3,59,52687.01,11.44953763,20,2,0,9.553290527,1599.874839,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1
1776,18249,3,19,27690.11,9.910027332,13,1,0,21.61213506,2954.525101,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
4992,11333,0,65,25519.32,12.86848,10,1,0,8.268405,1039.380833,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0
3201,1203,4,88,19228.48,13.46555,12,1,0,4.525491000000001,1392.809918,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
1376,2621,0,48,47229.76,13.27653911,17,1,1,5.427546075,1111.834697,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
8809,6572,4,44,22802.9,5.781365,7,0,0,48.27562,4797.2909979999995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
9821,40014,0,89,28966.67,12.32784,17,2,0,56.4945,4954.0297310000005,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
2765,13,1,34,5189.69,8.630403,14,1,1,6.246939,904.6029537000001,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0
2049,14267,1,51,34531.07,10.73901,9,0,0,13.375960000000001,1670.352435,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
1700,20195,1,62,10852.14,6.2367487960000005,11,3,0,14.28406007,1887.6996969999998,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
8749,36792,1,81,87775.72,14.18172,17,2,0,62.604380000000006,5716.118122,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
4818,3989,1,51,41444.72,10.1175,10,1,0,25.76718,3049.419775,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0
6347,1761,4,83,14148.82,9.739276,17,0,0,67.95345,6576.137248,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0
9672,5111,2,80,38083.17,16.71428,7,1,1,43.96321,4140.577207,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1
9273,12158,0,57,50946.72,8.780928999999999,14,0,0,52.95001,5418.6361719999995,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
3419,4420,1,76,40493.15,13.335970000000001,10,3,1,5.927239,837.8796844999999,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
9436,4308,2,81,18531.6,11.8535,13,0,1,41.84938,3717.7584509999997,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
2819,3739,2,28,21837.62,12.5508,8,1,1,12.67943,1829.6344170000002,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1
3609,39859,1,41,18247.04,13.140720000000002,12,1,1,10.92718,1203.774277,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
9295,1428,1,35,58175.44,10.70375,11,1,1,64.87699,5807.811165,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1
7221,25360,0,29,11000.02,11.22578,11,0,0,59.94749,5377.225984000001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1
2654,25445,0,46,6843.81,11.13605,9,1,0,10.32034,1525.81124,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
270,3473,4,61,13493.63,13.13441554,15,1,1,2.009542213,558.4710882999999,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
7699,55937,0,78,45433.92,10.83111,16,1,1,62.02081,5300.449639,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0
7734,531,4,56,22409.74,13.47843,11,1,0,61.4665,5729.575543,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
5870,1084,1,27,15533.0,8.977927000000001,8,0,0,39.5421,3656.35595,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
6065,6749,1,33,86416.45,9.665539,12,1,1,61.76772,5876.740785,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
1956,1488,2,76,72927.6,11.23137848,15,2,0,8.355760951,1031.5093949999998,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0
9993,3209,0,42,10222.73,7.73163,15,3,0,59.86596,5270.238451,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0
6789,6071,0,42,8156.42,7.67685,9,0,1,64.6641,5880.897031,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0
3834,17,3,25,60581.95,15.01046,10,0,0,8.514329,1269.863425,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
7273,7862,0,27,26580.0,8.925918,15,1,1,61.390240000000006,5809.538818999999,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0
7102,46087,3,49,9231.72,4.9267900000000004,12,0,0,58.71889,5557.974598,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2209,391,10,41,11359.36,15.390989999999999,9,0,0,1.445549,869.1995017,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3770,16540,1,27,31192.93,9.422323,7,1,1,10.811819999999999,1822.617538,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
15,2093,3,39,89061.45,10.79846973,13,1,0,13.87001293,1840.0144670000002,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
6980,139,1,78,83480.73,7.201881,10,1,1,62.87863,5714.245646,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0
9837,2194,0,79,9278.76,9.317847,10,1,0,61.8401,5061.53662,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
6867,1325,1,65,22079.49,9.383462,11,0,1,71.3009,6074.839425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
7806,325,1,71,40647.66,11.06254,10,2,0,63.508590000000005,5517.434596,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
6224,6233,0,65,17286.64,6.221255,12,1,0,60.43351,5976.368221,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
9307,187,1,24,20693.63,12.71722,9,0,0,67.75441,6071.169112,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
6225,66053,0,85,15771.28,4.900186,13,1,0,70.37666999999999,6179.8226,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
398,924,0,28,10331.57,13.43076227,17,1,0,10.90397471,1710.958869,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
7467,68,2,22,43665.61,7.99375,15,1,1,50.80222,5147.07499,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
8353,1046,2,25,23449.18,9.889813,17,1,1,48.03223,4896.176201,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
3534,6989,6,37,1109.71,13.243379999999998,12,0,0,17.35639,2451.995707,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
4294,13229,1,50,37146.88,6.518242,15,1,1,18.601,2291.446991,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0
7126,1718,3,39,44616.27,12.58745,6,2,0,55.859559999999995,4701.013371,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8770,2159,10,39,51228.78,7.9546149999999995,12,0,0,64.14083000000001,5667.006418999999,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
