,MonthlyCharge
8383,124.9607
3055,257.6375
8905,117.47200000000001
774,187.484705
2337,107.5286
8883,242.6281
6051,162.4608
1278,215.159141
7704,162.5005
3450,262.6106
9776,182.4653
8347,134.9509
7117,182.4433
6634,255.1555
1792,207.475448
7230,149.9483
8151,172.4555
7188,162.4689
6606,172.4742
1736,255.11979399999998
7927,159.9794
2510,147.4601
1364,275.119794
758,162.45383
3852,142.4713
6651,104.9923
3052,202.4433
6052,129.9926
3449,129.9926
2006,275.1336
419,169.937833
3217,182.4433
174,147.47384399999999
4765,152.509
4778,149.9621
4096,172.4742
9286,162.447
6166,159.9875
7874,262.6106
1244,232.63780699999998
7305,92.45514
9137,164.9853
7602,182.4433
3323,265.147
8867,232.6228
6937,184.9496
5689,169.9447
5517,129.9778
7486,104.9781
1093,192.470522
2462,134.9509
3885,204.96099999999998
7073,104.9629
1074,187.609354
8898,172.4624
7457,184.967
9143,152.4579
7187,202.6362
3956,92.48801999999999
7323,149.9378
2252,182.4433
7025,144.9889
1477,127.506726
6468,197.6288
974,240.11486800000003
409,255.155493
920,194.95811799999998
4172,104.9923
2565,127.4887
9302,245.1457
4838,130.0244
8027,182.4653
2717,172.4733
6329,137.4698
6622,172.4624
2730,137.4684
6374,217.4725
9532,142.4713
226,179.947583
2189,184.9853
892,157.469817
4521,147.4713
5688,149.9928
4763,184.9715
8351,129.9483
8118,240.1149
172,172.462354
5754,144.9889
7118,217.484
8085,152.4798
2376,159.9942
3791,190.127
5795,137.4836
6025,222.6281
9642,137.4392
8625,230.1051
9593,202.4433
879,182.465269
7500,200.1652
8511,124.9643
6907,159.965
3935,202.4433
9153,192.4885
1782,129.977753
4420,117.4392
5889,184.967
2630,187.65599999999998
5764,267.6427
4398,182.4433
5154,162.4713
7612,162.447
1668,149.991327
5566,117.4835
5519,124.9781
8327,204.9634
504,197.48762
1674,147.442069
6075,144.9607
567,137.46838799999998
9157,165.0113
9645,167.4564
5299,102.4746
7327,144.9607
2268,245.1283
9361,137.4392
9035,184.9963
3841,230.1344
8256,182.447
7843,182.4762
599,204.963371
5243,162.4676
8244,275.1336
8587,207.6094
1563,152.45551899999998
516,242.62805699999998
3197,182.4433
1506,79.978861
8483,129.9621
7787,207.4811
747,117.483475
9524,242.6281
2618,139.9349
2127,207.4673
2107,172.4871
6990,225.1457
2051,152.4798
4938,147.4783
5957,137.4684
1615,137.439154
1725,127.44206899999999
5059,194.9744
1387,200.165175
9132,252.62400000000002
669,102.474625
6187,139.9512
9906,182.4433
5200,139.9512
8120,245.1457
9774,162.4689
1310,160.00128
2348,139.9349
6618,232.6378
9636,149.9483
1438,137.461553
6386,162.5005
1854,204.949594
2205,194.9744
3900,140.0013
455,212.66946299999998
7845,137.5165
6678,159.9476
8750,147.4564
58,220.14775
4750,220.1615
1292,147.47384399999999
1837,265.12831800000004
6944,134.9801
65,184.963371
6371,230.1051
811,127.458638
6179,232.6228
2939,114.9728
7235,192.4404
16,194.966286
6046,149.9845
9613,114.9838
949,192.470522
7445,207.4974
4125,137.4684
1715,182.460772
2111,172.4441
3075,222.65
6017,277.6375
8996,184.9797
8908,217.4702
2569,137.4686
8645,137.4686
689,194.966286
9471,129.9483
7951,200.1185
5829,139.965
9422,175.1331
7122,157.4836
4361,184.9853
6553,174.9882
5804,149.9598
1497,187.46728000000002
4822,220.1185
3762,174.9882
3823,207.4811
8488,140.0049
8764,220.1323
7707,255.1336
3098,182.4433
5223,144.9889
8073,214.9525
8187,172.4567
3095,210.127
4252,214.9525
6987,159.965
3491,202.4433
7120,220.1185
9,162.48269399999998
5788,107.4958
1804,147.478341
6343,144.9607
5882,220.1185
397,142.49926299999998
7268,114.9728
1172,242.61063199999998
9212,129.9621
4466,214.9525
2466,129.9621
4635,220.1323
6961,242.6573
5510,174.9768
3127,117.4686
6261,197.6288
1660,152.488401
302,270.160419
7450,187.4974
4056,82.49655
4134,142.4827
7732,149.9447
8475,219.9902
5621,210.127
2199,114.9509
2894,174.9755
7131,265.147
3137,187.4974
8254,167.4564
2253,139.9349
6098,124.9607
2081,137.4392
1274,152.47417
6716,182.4833
2216,232.6378
9723,184.9634
1040,255.141716
2061,214.9663
7613,92.45514
6765,124.9643
5454,159.9942
7115,217.4702
9401,222.6362
1121,82.49654699999999
3853,252.62400000000002
4190,197.484
6780,207.6094
5965,277.6513
2999,235.1372
5789,179.9794
473,159.965008
6680,242.6143
6125,187.4847
8459,104.9781
8000,149.9778
5879,217.4725
4973,192.4404
4188,182.4653
5972,117.4392
1531,214.952509
2317,167.4847
8424,132.4798
6260,127.4421
654,149.984492
5096,127.48200000000001
727,129.948316
8061,179.9476
4229,179.9794
3081,197.4725
9499,169.9447
9007,187.65599999999998
2067,172.4579
8647,214.9663
9177,127.525
4709,187.4974
5745,187.4811
5276,255.1417
9062,177.6508
8874,232.6378
6238,112.4551
5939,169.9741
8506,194.9744
3991,159.9794
7768,152.4624
4638,104.9923
9824,240.1149
2150,212.6228
5828,235.1884
9232,184.9939
896,142.485486
4883,182.447
1987,192.44043200000002
9486,169.9447
3686,169.9741
8349,127.48200000000001
3541,147.4738
1677,162.497044
8373,155.0084
6859,174.9882
2460,154.9755
3697,127.4421
9542,127.4586
9611,160.0013
6249,230.1051
493,232.622804
124,149.991327
5078,169.9447
3654,120.0049
7434,160.0013
3359,127.4958
1144,159.947583
7402,139.9349
7619,174.9755
5677,139.9861
3331,172.4705
2260,137.4392
1054,92.488023
1637,127.460067
8860,124.9935
888,194.999168
8605,159.9512
9023,210.1051
2753,172.4624
391,262.610632
1980,184.963371
8472,185.0077
5144,147.4783
3121,184.967
8138,137.4684
372,162.452604
9180,174.9755
6070,210.1051
7250,174.9581
4572,162.4538
8570,117.4872
4611,159.9942
5016,162.4818
4967,184.9939
8208,94.97283
4039,167.4847
4896,182.497
3321,157.4698
1963,139.98300600000002
4710,172.4885
9449,187.6422
8531,147.4601
4455,197.4876
2540,127.4738
9196,232.62400000000002
8644,242.6326
5159,104.9643
5584,215.1591
406,127.48198899999998
6901,204.9634
8880,194.9882
4463,225.1457
2867,139.9512
9439,194.9663
8848,222.6654
5201,204.9797
8805,179.9476
5068,190.127
9467,164.9785
716,275.133571
5030,162.447
834,169.944668
7390,144.9889
5757,114.9509
9939,232.65200000000002
3421,129.9763
4049,174.9882
5587,212.6415
1298,142.452604
3360,117.4392
5270,152.4579
3267,149.9915
4377,267.6647
1183,172.44408
3120,129.9598
2298,265.147
874,225.145743
1130,137.46838799999998
4169,182.4676
8951,144.9607
8252,194.9525
3080,172.4567
2798,149.9741
3085,149.9483
8668,240.1149
4723,172.4705
4970,175.0062
7480,159.9349
792,149.959755
3361,124.9643
1028,182.460772
5405,184.9715
4545,149.9778
2469,192.4404
9397,162.447
4380,200.1185
7145,147.4738
6604,139.9349
7700,139.9816
9260,204.9496
8810,127.4958
8716,214.9663
4347,159.9642
1116,117.487242
7947,222.6326
7475,220.1185
8467,147.5031
2048,117.4392
8717,219.9902
8220,142.4827
8919,137.4392
8618,182.4608
8806,255.1336
7901,182.4676
6798,129.9621
8409,124.9935
4738,179.9794
9855,174.9919
9981,230.1051
9444,235.1591
2481,147.4713
8047,179.9794
5737,229.9931
7501,252.6378
5099,162.497
9697,179.9794
8565,252.6378
5845,139.983
9121,179.9476
8332,117.4872
5760,107.4958
4505,114.9658
3097,137.4872
9779,162.4713
4976,240.1149
4179,207.6094
4002,147.4783
9943,235.1372
5109,142.4689
3437,124.9607
1030,287.642733
712,149.959755
1501,169.992756
8832,147.4601
6038,147.4738
2789,139.9979
785,129.99153
7878,257.6549
394,212.64145499999998
9363,204.9797
3007,149.9915
9354,129.9915
9734,270.1604
3354,162.4833
7318,167.4564
1728,194.95811799999998
8427,220.1149
99,182.46760700000002
8517,159.9349
4047,242.6573
7682,167.4564
3486,240.1149
3646,147.4738
5805,204.9496
4767,252.6378
197,139.965008
8634,139.9568
8342,169.9378
5088,172.4871
8051,167.4847
2009,139.965
264,225.145743
2168,194.9882
4302,174.9755
696,232.64145499999998
4995,169.9671
2140,184.9496
3799,169.9741
6358,152.4742
3234,159.9349
6931,117.4392
4980,164.9647
7988,172.4579
3842,197.6288
1133,220.161527
8900,232.65200000000002
1537,119.95683999999999
8794,139.9349
815,217.47019500000002
3363,230.1344
571,137.439154
9094,214.9663
655,147.478341
7306,162.4827
5019,104.9643
9516,169.9741
2291,162.4526
5847,255.1372
7377,124.9781
7585,162.4538
90,192.470522
1870,162.511928
1765,184.96103300000001
6442,117.47200000000001
3573,152.4555
4173,114.9838
5783,127.4421
4186,169.9378
1799,207.609354
8242,159.9349
1917,137.497825
5311,242.6573
7742,192.4705
633,220.132293
2028,275.1336
280,137.439154
8671,104.9781
3358,235.1555
3549,255.1555
8751,242.6281
2297,245.132
5593,149.9378
3793,157.4836
6899,162.4526
6571,204.9634
2782,139.983
5435,127.48200000000001
8227,194.9992
340,245.145743
30,230.105118
250,197.49445500000002
5060,139.9512
1742,162.460772
8307,167.4564
8771,257.6513
2797,139.9678
6721,137.4392
6549,222.6792
501,194.969934
8862,214.9663
8641,162.4713
5433,132.466
1434,119.989722
4700,277.6513
8858,104.9643
3696,120.0035
1886,179.947583
776,182.48326699999998
1662,127.473844
8994,162.4676
3529,179.9476
1575,162.460772
1396,114.96578899999999
3394,242.6573
3238,95.01949
3676,117.4686
9009,167.4564
9941,92.48801999999999
7465,162.4676
7431,112.4844
8286,104.9923
8615,220.1149
3029,187.65599999999998
8308,187.6094
3423,137.4392
2134,202.6829
7032,139.9792
1189,157.48359399999998
4959,127.4887
4803,117.4835
2680,149.9483
6831,175.1331
4787,245.14700000000002
1539,112.455141
290,209.993134
6271,127.4738
3557,127.4958
1984,119.95683999999999
7709,134.9509
4626,220.1149
998,149.948316
8036,164.9853
2159,184.9496
5956,149.9928
8887,222.6281
7873,139.9568
47,195.006206
783,192.470522
1541,227.475448
2492,232.6415
1893,172.45785700000002
3026,200.1323
1511,104.962874
3091,162.4608
5619,182.4433
440,245.145743
9386,217.484
142,182.460772
182,139.98300600000002
4351,232.62400000000002
4079,207.6094
763,124.97808
7290,232.62400000000002
2489,200.1185
3964,114.9658
8437,182.4608
5209,92.48801999999999
7101,139.965
8024,152.4555
8432,187.65599999999998
8394,184.9785
7140,127.4738
4017,159.983
5526,207.6094
2634,149.9913
1743,92.455141
2893,147.4421
3735,182.4762
5716,159.983
6346,187.6094
9920,184.9797
8164,127.4738
2003,129.9915
3343,139.965
1623,230.105118
7737,200.1323
9065,184.9634
5691,142.4526
2803,202.6362
8633,207.4811
9714,277.6513
6759,222.65
9859,157.4698
104,204.963371
6582,124.9781
111,192.470522
8276,179.9476
6227,225.1457
1480,200.132293
8433,157.4698
7596,210.1051
9853,149.9915
7222,235.1591
9129,232.6228
6900,200.1185
7127,159.9942
3992,184.9634
3348,210.1518
7550,192.4705
316,192.470522
6340,159.965
9787,137.4978
7510,242.6281
9329,124.9607
2840,232.6228
6853,204.96099999999998
7248,139.9512
5948,149.9845
5380,147.4564
1635,200.165175
7679,222.6609
2563,167.4564
4250,179.9656
8440,182.4653
1171,252.63780699999998
3721,194.9699
9131,137.4872
8006,169.9447
1945,127.506726
5670,227.4754
6247,139.9861
4551,197.5169
6233,184.9785
4775,149.9378
3818,210.1563
8439,242.6281
9960,174.9755
6231,212.6415
7519,182.447
6012,127.4783
6394,165.0113
9704,140.0013
9115,137.4686
6993,137.4686
9154,210.1051
411,175.006206
4627,124.9781
7393,137.4836
9174,164.9647
1890,200.132293
9282,220.1615
2781,184.967
3414,139.9349
5644,169.9378
9545,184.9496
4263,187.6422
298,139.98157700000002
413,194.95811799999998
2021,172.4404
3537,184.9496
5998,245.14700000000002
9390,187.4847
7736,255.1417
4118,187.65599999999998
7174,117.47200000000001
1159,222.61427999999998
1934,202.649979
1164,139.93491799999998
5343,207.6386
8558,214.9663
5458,275.1198
4528,127.4421
1749,202.636202
1523,139.98157700000002
9207,129.9621
5636,124.9643
3495,172.4742
8152,137.4392
5463,232.6228
4620,194.9882
3587,197.6288
8931,102.4746
2197,127.475
4450,152.4742
5432,124.9643
6643,164.9853
8892,164.9853
3848,184.9939
2234,184.9634
9034,159.9805
5921,257.6513
5936,192.4404
8273,235.1884
1231,182.443347
6607,207.4673
9462,112.4551
2283,149.9778
420,152.45785700000002
3351,275.1198
2002,139.9568
7112,140.0342
6523,162.4689
435,149.96209299999998
6838,175.0211
4525,147.4564
7304,104.9781
7468,147.4601
8393,114.9658
8485,217.484
773,134.950905
3477,184.9853
4946,139.9512
1798,162.45383
2663,159.9942
1102,149.959755
5588,160.0013
925,164.98529299999998
5033,175.1331
9371,92.45514
2108,137.4684
8720,182.4653
126,220.161527
4019,162.447
9543,127.4958
3726,127.4738
2391,255.1417
8986,179.9476
9067,212.6415
8443,192.4885
5178,230.1051
2158,240.1149
3889,187.6094
3205,139.9816
1606,222.62805699999998
2027,167.4847
8013,107.4806
5871,152.4798
6536,149.9913
7533,114.9658
2770,92.45514
7803,127.4421
8699,134.9509
4129,172.4404
4991,114.9658
9862,190.127
5320,132.466
6234,149.9378
2891,235.1417
6633,92.5018
9228,137.4698
1032,139.987503
2844,220.1149
3847,107.4958
5903,107.5286
808,179.96558100000001
7325,114.9509
873,187.481057
7183,117.4392
8038,149.9598
8865,242.6143
2173,114.9658
9552,162.4526
3226,245.1612
9656,202.6362
2181,220.1478
937,115.00206100000001
2355,139.965
1388,245.145743
1776,232.62402999999998
4992,152.4884
3201,232.6378
1376,117.46859099999999
8809,139.9349
9821,207.6094
2765,179.9476
2049,230.1051
1700,172.470522
8749,147.4564
4818,167.4847
6347,242.6106
9672,177.6508
9273,247.6647
3419,174.9755
9436,184.9647
2819,220.1615
3609,179.9656
9295,174.9618
7221,172.4848
2654,162.447
270,194.974431
7699,169.9447
7734,127.4601
5870,127.525
6065,142.4827
1956,172.45785700000002
9993,162.4937
6789,127.4783
3834,162.4827
7273,242.6573
7102,127.4421
2209,104.9643
3770,290.1604
15,177.65076000000002
6980,275.1198
9837,134.9509
6867,192.4885
7806,152.4798
6224,202.65
9307,202.4433
6225,210.127
398,277.63748
7467,152.4579
8353,182.4433
3534,174.9744
4294,235.1884
7126,79.97886
8770,144.9607
9700,162.4713
7296,222.6143
1746,190.173699
5161,159.9476
5541,232.6228
2332,245.14700000000002
7201,252.6378
2026,137.4836
1777,149.97071499999998
7630,139.9875
4082,162.4608
9634,169.9378
9171,184.9785
1324,139.97923899999998
2537,184.9853
895,182.47622900000002
835,220.132293
2764,149.9915
5366,222.6281
8834,127.4887
6366,207.6094
5211,149.9378
7005,174.9755
3294,104.9629
8758,137.4836
7059,139.965
8959,124.9781
6305,220.1478
1601,182.460772
412,112.455141
1908,210.151777
4322,199.9902
2041,144.9607
7834,232.6378
2378,104.9643
3827,149.9447
5604,124.9781
4526,154.9755
3985,159.9805
5474,184.9634
472,117.485813
5254,167.4564
3108,187.6094
3233,169.9928
4341,139.9816
6709,255.1336
3598,255.1555
9497,194.9581
3647,177.6508
3733,207.4811
3565,154.9755
2925,204.9797
91,222.62805699999998
4112,182.497
7811,179.9656
8941,174.9699
6580,149.9483
5822,159.9512
1991,182.446995
3110,139.9512
9353,149.9741
243,152.462354
9216,162.497
9268,222.6654
5513,169.9447
6499,230.1051
1857,220.132293
1297,144.960655
9685,177.4876
8677,155.0084
7912,124.9935
1287,137.461553
4336,139.9875
2934,117.4835
4092,172.4624
5218,265.1283
3949,112.4551
7802,149.9598
8091,240.1149
8182,149.9915
8113,124.9643
989,149.948316
508,182.490006
2791,267.6647
8901,142.4993
4673,172.4567
576,194.95811799999998
9648,169.9378
6439,139.9349
9612,202.4433
6535,232.6378
6822,164.9889
6769,235.1372
8390,237.6549
1079,217.48397200000002
9117,164.9889
7731,147.4783
4597,144.9607
6929,107.5286
9919,187.4811
558,159.93491799999998
2262,207.6094
6956,149.9776
396,232.63780699999998
164,202.682861
1642,182.460772
9108,242.6326
8295,174.9768
5044,127.525
2713,194.9663
2800,117.4392
2731,139.9678
3181,149.9707
8367,192.4885
8305,252.62400000000002
6529,127.48200000000001
4098,230.1344
4410,169.9447
9846,172.5034
7660,127.4958
4404,222.6326
2667,127.4421
7337,142.4827
1701,194.974431
5680,134.9509
2523,232.6707
3255,159.965
6156,172.4885
9880,159.9476
5631,184.9647
8631,182.4608
1751,290.160419
9447,127.48200000000001
6733,137.4686
3592,182.4833
4315,159.965
121,242.65729100000001
9130,172.4871
353,162.471255
9120,172.4733
2483,202.4433
5538,117.4835
1988,147.46006699999998
742,117.439154
3644,149.9378
9249,222.6281
8976,232.62400000000002
2858,137.4836
9290,179.9476
8177,92.45514
9736,192.4705
6188,235.1591
5470,137.4392
7798,149.9621
2241,169.9378
3440,192.4705
5898,242.6106
7943,179.9794
1011,137.439154
7091,202.6362
9709,164.9785
3712,164.9889
8345,117.4686
5815,117.5152
3430,164.9853
3866,117.4858
3497,104.9923
9944,172.4742
3973,152.4742
3353,162.4526
5996,245.1457
9518,182.49
3257,147.4713
8814,222.65
1534,174.976769
768,187.46728000000002
155,220.11851600000003
3222,232.62400000000002
900,129.96209299999998
2062,127.4421
5113,192.4404
9112,159.9476
2774,169.9378
5425,152.5104
8598,134.9801
3252,129.9621
9306,200.1323
9940,210.1051
9640,149.9378
9003,187.65599999999998
7719,159.9349
3984,159.9805
7788,139.965
470,192.44043200000002
378,112.455141
9554,235.1555
7783,214.9663
2410,257.6513
5785,102.4746
255,202.649979
5440,177.4945
457,159.965008
6516,127.4887
9616,245.175
2856,182.49
5880,137.4686
1296,182.45383
5130,162.4526
7712,149.9707
7285,230.1051
8346,245.175
6312,104.9643
6740,167.4847
5767,149.9621
9854,162.4653
1237,184.949594
3850,179.9656
3947,139.983
3424,204.9797
6026,220.1478
8753,257.6513
4703,235.1417
1031,162.497044
2896,147.4564
3777,142.4526
9706,182.4608
9357,124.9607
6054,159.9349
4557,129.9598
2600,159.9794
3597,120.0035
4735,175.0211
4515,174.9755
2817,149.9778
7246,182.4608
910,162.500692
244,207.609354
7074,127.4421
1619,242.62805699999998
5626,177.4876
7338,157.4836
72,134.950905
9794,172.4404
3364,134.9509
4739,130.0064
5085,152.4952
6846,210.138
1193,194.98820800000001
2951,242.6143
8371,210.1051
6655,182.4653
7029,204.9797
8626,169.9741
9311,204.9797
5139,242.6326
8652,162.4937
4751,144.9607
9537,117.4872
7756,252.62400000000002
8115,265.1283
7691,210.1051
9570,117.4686
2661,210.138
7740,172.4579
7643,175.1331
3304,147.4738
3513,92.5018
955,190.12704
9913,134.9509
1877,159.99424199999999
3713,162.4833
9081,159.9349
8622,127.4601
6527,140.0342
8325,127.4783
5095,92.5018
6245,149.9621
8896,137.5165
4145,127.475
7141,124.9607
2879,149.9776
7579,127.5067
1688,147.442069
7289,164.9889
7684,160.0122
2584,202.6362
2594,175.1331
4198,132.4798
7974,192.4404
3662,127.5112
1545,129.976324
9915,232.62400000000002
9729,177.6508
5049,139.9568
8906,162.4982
7407,184.9785
701,184.97968400000002
8149,230.1051
1118,225.145743
8388,104.9781
6772,164.9647
8972,147.4783
5496,94.97283
1343,142.471255
4226,152.466
7955,255.1336
7751,154.9618
7620,149.9447
6262,202.65
7097,197.6288
546,197.483972
9276,137.5165
2987,265.147
9254,149.9378
9661,204.9797
5505,187.4847
9680,147.4564
187,152.50217800000001
3553,207.6094
8551,147.4564
3326,235.1417
6425,117.4858
7929,129.9598
2850,222.6654
6725,140.0049
8423,172.4742
6064,175.1331
7159,160.0122
6682,255.1555
8831,149.9707
1585,217.47019500000002
326,220.11486800000003
4653,220.1478
4776,242.6106
7922,184.9634
7164,114.9509
3669,142.5007
9308,184.9634
884,137.468591
1331,197.483972
4427,220.1323
9038,179.9476
9378,245.1283
4231,129.9915
8280,267.6647
945,172.44408
5797,127.5112
140,169.992756
1508,144.960655
963,204.949594
6984,162.497
2182,134.9509
8602,104.9643
2201,172.4742
8366,182.4833
7832,112.4551
6278,139.9349
1221,190.12704
4982,137.4686
2653,149.9621
1834,92.455141
7609,149.9707
7473,125.0073
6528,255.1417
1230,162.465269
1001,167.45641899999998
7397,137.4392
7570,179.9476
9899,242.6143
8843,165.0113
9305,162.447
5575,242.6143
5125,127.4421
2156,160.0013
7132,127.48200000000001
3690,152.4952
3672,117.4392
939,139.965008
1862,127.47834099999999
1326,162.446995
6239,139.9861
6385,117.4872
9735,172.4567
806,182.465269
1024,129.977753
3810,192.4404
4927,290.1604
1424,149.977753
5666,187.4673
1842,92.455141
7527,220.1185
9708,127.4421
4405,207.4811
3865,147.4421
7316,152.4555
6194,204.9496
1262,214.966286
8072,187.6094
2494,194.9581
9838,207.4673
6992,134.9801
7219,202.4433
4901,232.6228
2449,204.9797
4836,220.1478
6710,112.4551
7130,184.96099999999998
3508,169.9928
2445,179.9476
5071,265.1283
5341,149.9928
1123,184.96103300000001
4715,114.9728
6515,147.4783
9674,194.9992
9762,117.4686
17,202.682861
7535,147.4601
6003,94.97283
2065,257.6513
9754,162.4676
1768,149.99153
2827,255.1555
6428,119.9568
376,125.007314
1239,172.51044199999998
1510,175.02109
9823,172.4404
8642,220.1323
987,129.96209299999998
6037,137.4686
6796,147.4893
804,165.01134
8840,137.4978
8291,204.96099999999998
4833,175.1331
6120,204.96099999999998
8600,162.4608
7277,204.9634
66,265.146969
2575,152.466
548,197.470195
1153,154.975543
1503,114.972827
761,104.97808
7822,184.9496
8710,117.47200000000001
6000,162.4827
3957,159.9794
5473,139.9875
8543,137.4836
466,144.960655
7540,195.0062
7419,149.9598
4862,104.9781
6531,267.6427
2370,137.4698
9396,172.4705
4372,215.1591
4832,179.9656
4477,139.9568
6459,255.1198
2011,130.0064
8815,207.4754
6389,222.6609
4064,265.1283
8377,240.1149
9383,117.47200000000001
5417,164.9715
980,230.105118
46,184.964681
1100,187.46728000000002
2707,220.1615
8943,162.447
242,115.00206100000001
184,209.993134
9077,149.9483
2072,169.9378
5251,255.1555
3899,162.5299
6690,219.9902
6497,240.1149
8046,172.4871
5571,162.4689
9925,197.4702
4658,192.4705
3595,124.9781
1223,137.46838799999998
8266,265.1283
345,232.63780699999998
2743,152.466
3103,187.6094
883,154.991856
9419,172.5104
4187,182.447
2871,159.9349
2818,137.4872
3393,230.1051
6475,134.9509
839,157.48359399999998
2275,270.1604
602,197.628838
6,200.118516
5827,152.4798
8319,169.9378
2955,162.497
8240,192.4567
6925,127.4783
5611,152.4742
4211,184.9496
4406,124.9781
9633,182.4433
6886,182.447
8358,139.9678
4138,240.1149
1146,172.45785700000002
8422,220.1185
5179,124.9781
9678,222.6143
2320,159.965
2435,200.1185
6639,255.1372
8369,104.9643
528,149.977753
4237,184.96099999999998
8127,242.6143
6895,132.466
7601,194.9581
4867,127.4887
2684,127.4421
2087,152.5104
9030,112.4551
192,152.45551899999998
9819,129.9598
6713,127.4586
6809,149.9778
8697,124.9643
7426,139.9792
807,92.455141
4998,159.9794
8420,242.6326
686,149.937833
2536,147.4421
6198,152.4952
9036,187.6094
2191,107.48200000000001
7711,139.9349
5660,187.4847
986,255.155493
9017,115.0021
3367,104.9781
6555,162.4538
867,117.51525
865,235.141716
9747,245.1457
5387,242.6435
8430,262.6106
1114,210.12704
6669,184.96099999999998
8914,152.4798
5074,127.4601
5707,255.1372
4516,184.9647
3369,210.127
7523,222.6281
6524,162.497
110,137.439154
4425,119.9568
2825,142.4526
8560,162.4608
8897,174.9755
8554,94.97283
3765,169.9378
6972,107.5286
936,139.99788999999998
4306,152.4555
7211,117.4392
8785,144.9607
3580,194.9699
236,255.133571
4902,169.9447
4058,212.6415
6370,147.4421
1721,204.963371
2001,204.96099999999998
9074,149.9621
4050,137.4392
7576,104.9629
7883,130.0064
8658,144.9889
6903,107.4958
8299,92.45514
1204,95.019486
275,255.141716
3619,200.1323
4199,169.9378
6807,184.9963
2152,124.9607
5282,172.4705
9582,137.4392
3301,142.4713
7979,229.9931
4734,112.4551
3706,162.4827
7546,232.65200000000002
5053,235.1591
3898,184.9797
94,184.97968400000002
241,169.937833
3090,107.4958
882,207.49737
693,154.96176599999998
1544,230.105118
1557,162.48269399999998
3042,172.5104
2166,247.6647
8781,137.4836
8283,252.6378
6701,149.9483
2548,242.6326
6254,159.983
9387,267.6427
4714,182.447
9291,144.9607
3151,127.4958
3256,154.9618
9745,92.5018
3198,149.989
6737,182.4538
4284,149.9845
9189,127.4958
5914,137.4872
6986,235.1417
2637,137.4836
2338,117.5152
9876,147.4421
2722,172.4871
7000,169.9447
2607,162.447
2039,172.4579
7589,187.4673
6353,197.4945
3191,210.1051
5792,112.4551
942,139.93491799999998
9463,232.62400000000002
711,112.455141
2716,169.9378
7908,174.9882
1785,230.134352
6547,192.4885
1466,114.983787
8364,117.47200000000001
7864,104.9629
6825,194.9525
5544,127.475
3578,220.1185
84,195.006206
4898,127.4601
4015,162.4713
1667,147.50307800000002
4155,177.6508
9701,162.4713
7900,152.4907
3150,137.4836
5915,210.1051
2324,104.9643
2029,132.4798
3936,157.4698
3719,112.4551
8128,240.1149
4434,184.9496
6814,147.4564
9150,154.9755
2678,132.466
141,192.44043200000002
9843,184.9647
1719,154.975543
3666,114.9838
1586,124.99353700000002
8974,220.1615
3069,127.475
6060,172.4441
5950,124.9607
69,200.132293
4831,159.9875
8056,127.4586
2005,144.9607
7621,164.9715
2519,149.9776
6426,104.9643
7461,257.6513
9279,117.47200000000001
4194,255.1665
8885,164.9715
235,139.98157700000002
5183,172.4404
6243,119.9568
5639,182.4833
284,232.65203799999998
5918,102.4746
6257,114.9728
9717,124.9643
9710,159.965
95,245.145743
4061,194.9581
2838,164.967
3742,204.96099999999998
1604,162.493654
7195,162.447
5084,162.4713
8801,200.1185
7846,149.9741
9342,232.6415
3846,147.4564
6795,172.4579
8772,112.4844
8836,129.9483
9637,169.9741
7240,194.9581
2321,172.4871
1288,175.133074
2615,107.5286
1795,154.96176599999998
2411,159.9794
3883,197.4725
8533,207.6094
1026,149.948316
7703,167.4564
4035,152.466
4816,174.9768
1530,204.97968400000002
193,174.96176599999998
8378,192.4705
6300,139.9979
8824,204.9496
4608,139.9349
9689,129.9763
4436,164.9853
3368,207.6094
7664,129.9621
3825,124.9607
8099,187.4811
541,167.45641899999998
2566,230.1051
4539,137.4616
3210,117.5152
238,179.96558100000001
1264,190.159922
9973,192.4404
9095,142.4713
5460,162.447
3668,137.4686
7048,107.4806
1666,127.44206899999999
3380,164.967
7398,147.4713
6453,112.4551
8125,204.96099999999998
9505,125.0073
4530,149.9447
6033,187.6094
1156,207.49737
6884,137.4686
10,174.95811799999998
480,182.460772
1353,199.990219
4569,194.9525
4912,255.1198
1680,245.145743
2248,190.127
7406,172.5104
4711,204.9797
7973,132.5127
7155,242.6143
7202,164.9889
1979,169.967067
5866,179.9794
4533,242.6435
2329,129.9915
3135,255.1417
2386,114.9728
5116,147.5031
8362,204.96099999999998
446,240.11486800000003
7808,182.4538
5385,165.0182
3314,242.6143
2703,192.4705
8869,174.9882
5743,162.4653
6313,129.9621
7357,184.9647
2988,112.4551
6402,190.127
5348,142.4689
8636,172.4705
8875,207.4811
4989,197.6288
1357,197.628838
3535,172.4441
9092,137.4684
362,137.46838799999998
8882,149.9598
4821,184.9634
5072,129.9621
437,245.174977
1502,245.131966
9561,225.132
1775,242.632554
8037,225.132
4646,245.1283
3241,182.4653
1174,262.610632
3744,162.4676
8582,184.9785
6581,107.4806
6291,182.4833
1419,192.44043200000002
2690,172.4579
2685,172.4555
5525,242.6106
4972,142.4689
8597,144.9607
836,142.452604
2657,159.9875
116,137.48359399999998
3297,92.45514
4664,130.0064
8411,220.1185
8168,162.447
1339,160.00128
5155,127.475
5678,129.9598
9861,149.9915
6021,167.4847
3837,157.4698
9850,232.65200000000002
5888,144.9607
5239,235.1417
